s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0119471E+000, 8.0684203E-002
 2.0023391E+000, 1.2051132E-001
 3.0069548E+000, 7.5864995E-002
 4.0006802E+000, 1.1931230E-001
 5.0070907E+000, 1.4518588E-001
 6.0096342E+000, 1.7859619E-001
 7.0107308E+000, 1.7448867E-001
 8.0075018E+000, 1.7411432E-001
 9.0050064E+000, 1.8207511E-001
 1.0007468E+001, 1.4929523E-001
 1.1003328E+001, 1.1632734E-001
 1.2003014E+001, 1.6764706E-001
 1.3002699E+001, 1.6960784E-001
 1.4008863E+001, 1.6483944E-001
 1.5001050E+001, 2.3281090E-001
 1.6004958E+001, 2.0522691E-001
 1.7000883E+001, 2.5714286E-001
 1.8006970E+001, 3.5984848E-001
 1.9002605E+001, 3.1832783E-001
 2.0004000E+001, 3.4925973E-001
 2.1004956E+001, 3.1375427E-001
 2.2002846E+001, 1.4880952E-001
 2.3007195E+001, 7.5000000E-002
 2.4008224E+001, 7.5000000E-002
 2.5005337E+001, 1.2470036E-001
 2.6008532E+001, 2.0787332E-001
 2.7003402E+001, 7.5000000E-002
 2.8003069E+001, 7.9068443E-002
 2.9005503E+001, 5.2758929E-001
 3.0005516E+001, 4.2121277E-001
 3.1007076E+001, 4.4566530E-001
 3.2006707E+001, 3.2068263E-001
 3.3000008E+001, 6.5366262E-001
 3.4004170E+001, 3.7156927E-001
 3.5000461E+001, 2.5000000E-002
 3.6007931E+001, 2.5000000E-002
 3.7006046E+001, 4.6953437E-002
 3.8006907E+001, 4.1553935E-001
 3.9002983E+001, 6.5126923E-001
 4.0001100E+001, 6.3328080E-001
 4.1001076E+001, 6.3217443E-001
 4.2003413E+001, 6.2586855E-001
 4.3004944E+001, 6.7922078E-001
 4.4003961E+001, 6.1491099E-001
 4.5005759E+001, 7.5027981E-001
 4.6003424E+001, 8.1643601E-001
 4.7001023E+001, 6.5275273E-001
 4.8004718E+001, 6.0515265E-001
 4.9003208E+001, 6.2456265E-001
 5.0001325E+001, 6.7117647E-001
 5.1004820E+001, 6.4854823E-001
 5.2003108E+001, 7.9889689E-001
 5.3000399E+001, 8.4954339E-001
 5.4001611E+001, 1.2229886E+000
 5.5003546E+001, 1.0800369E+000
 5.6001329E+001, 1.1897315E+000
 5.7000071E+001, 8.0012317E-001
 5.8000352E+001, 6.3099934E-001
 5.9001819E+001, 4.1314478E-001
 6.0002730E+001, 7.3486822E-001
 6.1001420E+001, 3.7515454E-001
 6.2005244E+001, 8.0963446E-001
 6.3004552E+001, 9.0361376E-001
 6.4002331E+001, 8.4494168E-001
 6.5002267E+001, 1.2873360E+000
 6.6001065E+001, 1.4429410E+000
 6.7001138E+001, 2.0972178E+000
 6.8000433E+001, 1.5728468E+000
 6.9002920E+001, 1.8093868E+000
 7.0002811E+001, 2.0777357E+000
 7.1000548E+001, 2.6394405E+000
 7.2000353E+001, 2.7588222E+000
 7.3002261E+001, 2.3745257E+000
 7.4003751E+001, 1.2725629E+000
 7.5003994E+001, 2.1150054E+000
 7.6003730E+001, 1.3090963E+000
 7.7000740E+001, 1.1139504E+000
 7.8004434E+001, 1.2424890E+000
 7.9003794E+001, 1.0063539E+000
 8.0002491E+001, 1.0673544E+000
 8.1004447E+001, 1.5805803E+000
 8.2003688E+001, 1.6849453E+000
 8.3001305E+001, 3.3238063E+000
 8.4002869E+001, 2.6817100E+000
 8.5000753E+001, 2.6116531E+000
 8.6004152E+001, 2.0966744E+000
 8.7002308E+001, 2.2665906E+000
 8.8002606E+001, 2.4060377E+000
 8.9000149E+001, 2.7161004E+000
 9.0003880E+001, 2.8889505E+000
 9.1003939E+001, 2.7330680E+000
 9.2001081E+001, 3.3158166E+000
