s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0013060E+000, 7.2685653E-002
 2.0107223E+000, 8.9219867E-002
 3.0068107E+000, 1.1955675E-001
 4.0096367E+000, 1.1132473E-001
 5.0040292E+000, 1.4172614E-001
 6.0018597E+000, 1.6069790E-001
 7.0024011E+000, 1.1719851E-001
 8.0020809E+000, 1.7249248E-001
 9.0021519E+000, 1.5668560E-001
 1.0005542E+001, 1.2341439E-001
 1.1005205E+001, 1.5907099E-001
 1.2007716E+001, 1.1714019E-001
 1.3002606E+001, 1.3624503E-001
 1.4009644E+001, 1.6902126E-001
 1.5000625E+001, 1.6014851E-001
 1.6001418E+001, 1.9313725E-001
 1.7002212E+001, 3.2450980E-001
 1.8003005E+001, 4.6862745E-001
 1.9004623E+001, 4.4018829E-001
 2.0001746E+001, 4.3726415E-001
 2.1002986E+001, 4.4001275E-001
 2.2001588E+001, 3.5132911E-001
 2.3000862E+001, 1.6452093E-001
 2.4004356E+001, 9.1228070E-002
 2.5007850E+001, 7.5000000E-002
 2.6000465E+001, 7.5000000E-002
 2.7001493E+001, 2.3940607E-001
 2.8008461E+001, 4.9453169E-001
 2.9007533E+001, 3.8879310E-001
 3.0000000E+001, 4.4299172E-001
 3.1002466E+001, 4.6485952E-001
 3.2005045E+001, 5.1958929E-001
 3.3001772E+001, 3.0915401E-002
 3.4004125E+001, 2.5000000E-002
 3.5005288E+001, 2.6602342E-001
 3.6003672E+001, 5.9957180E-001
 3.7003609E+001, 6.3731343E-001
 3.8002869E+001, 6.7931933E-001
 3.9001927E+001, 7.9504169E-001
 4.0001127E+001, 7.5207064E-001
 4.1004424E+001, 8.3447683E-001
 4.2004521E+001, 8.9326730E-001
 4.3000470E+001, 6.0268580E-001
 4.4001322E+001, 7.1638268E-001
 4.5000784E+001, 6.5215619E-001
 4.6003897E+001, 5.8735632E-001
 4.7004002E+001, 7.4954287E-001
 4.8002453E+001, 6.8431279E-001
 4.9004971E+001, 4.4187567E-001
 5.0004168E+001, 7.8550659E-001
 5.1002932E+001, 6.1095283E-001
 5.2004895E+001, 8.1279737E-001
 5.3002095E+001, 1.7378912E+000
 5.4001533E+001, 1.3656105E+000
 5.5001822E+001, 1.1423748E+000
 5.6000555E+001, 3.5795756E-001
 5.7002355E+001, 1.4717811E+000
 5.8003878E+001, 1.1139283E+000
 5.9003840E+001, 8.8486024E-001
 6.0003607E+001, 1.6987858E+000
 6.1003047E+001, 1.1646666E+000
 6.2004018E+001, 1.3979577E+000
 6.3003640E+001, 1.4288491E+000
 6.4004428E+001, 1.6863329E+000
 6.5004372E+001, 1.8187568E+000
 6.6001964E+001, 1.8668660E+000
 6.7001102E+001, 2.2241109E+000
 6.8000591E+001, 1.9361002E+000
 6.9002078E+001, 1.8568364E+000
 7.0002133E+001, 1.3405485E+000
 7.1002230E+001, 1.5099877E+000
 7.2000899E+001, 1.7077982E+000
 7.3002833E+001, 2.2474498E+000
 7.4004293E+001, 2.5953875E+000
 7.5000840E+001, 1.7037522E+000
 7.6004603E+001, 1.5929904E+000
 7.7003938E+001, 2.0910054E+000
 7.8003043E+001, 2.6194531E+000
 7.9000572E+001, 2.8364070E+000
 8.0001581E+001, 3.0683492E+000
 8.1000940E+001, 2.8444595E+000
 8.2001527E+001, 2.5851628E+000
 8.3003037E+001, 2.8684464E+000
 8.4000410E+001, 2.8884197E+000
 8.5002624E+001, 3.0633891E+000
 8.6003161E+001, 3.1845952E+000
 8.7001768E+001, 3.3240518E+000
 8.8001047E+001, 3.3885380E+000
 8.9002820E+001, 3.4879341E+000
 9.0003448E+001, 3.5586048E+000
 9.1001962E+001, 3.6281819E+000
 9.2001724E+001, 3.7360494E+000
