s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0060261E+000, 1.1281517E-001
 2.0053599E+000, 2.5000000E-002
 3.0047151E+000, 2.6096756E-002
 4.0057727E+000, 2.5000000E-002
 5.0068304E+000, 2.6824818E-002
 6.0005810E+000, 2.7941176E-002
 7.0052921E+000, 4.9000000E-002
 8.0019656E+000, 3.1451613E-002
 9.0041301E+000, 2.5000000E-002
 1.0004884E+001, 2.5000000E-002
 1.1004443E+001, 2.5000000E-002
 1.2003077E+001, 4.4071431E-002
 1.3001222E+001, 2.5000000E-002
 1.4006445E+001, 2.5000000E-002
 1.5005439E+001, 2.5000000E-002
 1.6007980E+001, 2.5000000E-002
 1.7003337E+001, 4.4215949E-002
 1.8003920E+001, 7.4629965E-002
 1.9000693E+001, 5.8321580E-002
 2.0003085E+001, 8.1827057E-002
 2.1003560E+001, 7.7135963E-002
 2.2003112E+001, 9.9324093E-002
 2.3004746E+001, 7.5000000E-002
 2.4003275E+001, 1.5182503E-001
 2.5002028E+001, 2.1006732E-001
 2.6001070E+001, 1.6401101E-001
 2.7003389E+001, 2.4473746E-001
 2.8004025E+001, 4.9668966E-001
 2.9000981E+001, 5.0907337E-001
 3.0000565E+001, 8.8129558E-001
 3.1004215E+001, 9.3838269E-001
 3.2002916E+001, 1.2495919E+000
 3.3002861E+001, 9.3397553E-001
 3.4000421E+001, 1.5454330E+000
 3.5002285E+001, 1.0665471E+000
 3.6000645E+001, 1.9572769E+000
 3.7004652E+001, 1.3157664E+000
 3.8003290E+001, 1.6285899E+000
 3.9004034E+001, 1.6073935E+000
 4.0002168E+001, 2.0783084E+000
 4.1003888E+001, 1.6652573E+000
 4.2003002E+001, 2.0049391E+000
 4.3002949E+001, 2.2232459E+000
 4.4001690E+001, 2.2937636E+000
 4.5003334E+001, 2.1994155E+000
 4.6001311E+001, 2.0277045E+000
 4.7000801E+001, 2.2742217E+000
 4.8001399E+001, 2.1248025E+000
 4.9002266E+001, 2.7006825E+000
 5.0003156E+001, 2.5425346E+000
 5.1003452E+001, 1.6738240E+000
 5.2002599E+001, 2.4334789E+000
 5.3004006E+001, 2.7920709E+000
 5.4002738E+001, 2.7054434E+000
 5.5002191E+001, 2.9425414E+000
 5.6000299E+001, 2.8549269E+000
 5.7004156E+001, 3.1321141E+000
 5.8000684E+001, 3.0570183E+000
 5.9002672E+001, 3.0446020E+000
 6.0001098E+001, 2.3608154E+000
 6.1001416E+001, 3.8103632E+000
 6.2000309E+001, 3.6442500E+000
 6.3003174E+001, 3.6342551E+000
 6.4000648E+001, 3.6169246E+000
 6.5003900E+001, 3.8329868E+000
 6.6002318E+001, 3.7163364E+000
 6.7003010E+001, 3.8997487E+000
 6.8000470E+001, 3.7716019E+000
 6.9003964E+001, 4.0660290E+000
 7.0002403E+001, 3.8661378E+000
 7.1003451E+001, 3.8666660E+000
 7.2002372E+001, 4.2245759E+000
 7.3000405E+001, 4.2594074E+000
 7.4002329E+001, 4.2901896E+000
 7.5004373E+001, 4.5146456E+000
 7.6003038E+001, 4.9602122E+000
 7.7001564E+001, 5.2952455E+000
 7.8001531E+001, 4.8970451E+000
 7.9000276E+001, 4.7805585E+000
 8.0000637E+001, 5.0937457E+000
 8.1003527E+001, 5.1159921E+000
 8.2004408E+001, 5.2335637E+000
 8.3002230E+001, 5.2999613E+000
 8.4003176E+001, 5.3310733E+000
 8.5001516E+001, 5.5564213E+000
 8.6000190E+001, 5.4732722E+000
 8.7002873E+001, 5.6890006E+000
 8.8001335E+001, 5.6396609E+000
 8.9002423E+001, 5.7984368E+000
 9.0003068E+001, 5.8605099E+000
 9.1000717E+001, 5.9685697E+000
 9.2002757E+001, 6.1790594E+000
 9.3003061E+001, 6.2351715E+000
 9.4002288E+001, 6.3609733E+000
 9.5004428E+001, 6.5765710E+000
 9.6000294E+001, 6.6393658E+000
 9.7004530E+001, 6.6613001E+000
 9.8002169E+001, 6.4399570E+000
 9.9000173E+001, 6.5782514E+000
 1.0000365E+002, 6.6533813E+000
 1.0100203E+002, 6.8135312E+000
 1.0200012E+002, 6.8734315E+000
 1.0300111E+002, 7.1246657E+000
 1.0400326E+002, 7.0881617E+000
 1.0500512E+002, 7.1131046E+000
 1.0600653E+002, 7.2746093E+000
 1.0700479E+002, 7.3880646E+000
 1.0800598E+002, 7.3478853E+000
 1.0900227E+002, 7.3151115E+000
 1.1000356E+002, 7.4282487E+000
 1.1100230E+002, 7.4787075E+000
 1.1200169E+002, 7.6121248E+000
 1.1300335E+002, 7.7396013E+000
 1.1400159E+002, 7.8180660E+000
 1.1500906E+002, 7.8260628E+000
 1.1600232E+002, 7.8944331E+000
 1.1700067E+002, 7.9685516E+000
 1.1801015E+002, 7.9750000E+000
 1.1900641E+002, 7.9658330E+000
