s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0198765E+000, 1.9786362E-001
 2.0018376E+000, 3.8873770E-002
 3.0052616E+000, 3.1263341E-002
 4.0010772E+000, 7.1520432E-002
 5.0059217E+000, 1.4160529E-001
 6.0023811E+000, 1.6887447E-001
 7.0001480E+000, 1.8513615E-001
 8.0026720E+000, 3.5953105E-001
 9.0015501E+000, 5.6149667E-001
 1.0004919E+001, 6.7060763E-001
 1.1004005E+001, 8.3191175E-001
 1.2004413E+001, 9.9046563E-001
 1.3004634E+001, 1.1614833E+000
 1.4001581E+001, 1.3018695E+000
 1.5004907E+001, 1.4676377E+000
 1.6001839E+001, 1.6457901E+000
 1.7002259E+001, 1.7769263E+000
 1.8002692E+001, 1.9507878E+000
 1.9004210E+001, 2.1108626E+000
 2.0000754E+001, 2.2998172E+000
 2.1002179E+001, 2.4846326E+000
 2.2003564E+001, 2.6767561E+000
 2.3001485E+001, 2.8474429E+000
 2.4005084E+001, 3.0934025E+000
 2.5001614E+001, 3.2954712E+000
 2.6001288E+001, 3.5039369E+000
 2.7001789E+001, 3.7318621E+000
 2.8000953E+001, 4.0020044E+000
 2.9004981E+001, 4.2264860E+000
 3.0002397E+001, 4.4446045E+000
 3.1001374E+001, 4.6333833E+000
 3.2000760E+001, 4.8570702E+000
 3.3002545E+001, 5.0427478E+000
 3.4001495E+001, 5.2175271E+000
 3.5004007E+001, 5.3925736E+000
 3.6002251E+001, 5.5868219E+000
 3.7004701E+001, 5.7295404E+000
 3.8001744E+001, 5.9358451E+000
 3.9003055E+001, 6.1014325E+000
 4.0006281E+001, 6.2860128E+000
 4.1005244E+001, 6.4283369E+000
 4.2000816E+001, 6.5305387E+000
 4.3003897E+001, 6.7439500E+000
 4.4002921E+001, 6.8734931E+000
 4.5000158E+001, 7.0406453E+000
 4.6001690E+001, 7.1814292E+000
 4.7000029E+001, 7.3372159E+000
 4.8001904E+001, 7.4911413E+000
 4.9000172E+001, 7.6979346E+000
 5.0001747E+001, 7.7968508E+000
 5.1003029E+001, 7.9345058E+000
 5.2000632E+001, 7.9375721E+000
