s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0068066E+000, 1.4339399E-001
 2.0120624E+000, 2.5000000E-002
 3.0025194E+000, 2.5000000E-002
 4.0033155E+000, 6.2629137E-002
 5.0013971E+000, 9.3158062E-002
 6.0009220E+000, 1.2354490E-001
 7.0033838E+000, 1.5960794E-001
 8.0017141E+000, 2.1637087E-001
 9.0039737E+000, 1.3855460E-001
 1.0002831E+001, 1.8042118E-001
 1.1003188E+001, 5.1759630E-001
 1.2004724E+001, 5.3729804E-001
 1.3003177E+001, 5.6302589E-001
 1.4000454E+001, 6.8747904E-001
 1.5004138E+001, 8.3395206E-001
 1.6001429E+001, 9.3507144E-001
 1.7002914E+001, 1.0493491E+000
 1.8002346E+001, 1.1864361E+000
 1.9002422E+001, 1.3117197E+000
 2.0004302E+001, 1.5970410E+000
 2.1000649E+001, 1.7625379E+000
 2.2001180E+001, 1.9536628E+000
 2.3003837E+001, 2.1727064E+000
 2.4002867E+001, 2.3622218E+000
 2.5002103E+001, 2.5865193E+000
 2.6000924E+001, 2.8237994E+000
 2.7002241E+001, 2.9927057E+000
 2.8002926E+001, 3.1882008E+000
 2.9001912E+001, 3.3325512E+000
 3.0001602E+001, 3.5060663E+000
 3.1000053E+001, 3.6542265E+000
 3.2001394E+001, 3.8062589E+000
 3.3002412E+001, 3.9248184E+000
 3.4003135E+001, 4.0866533E+000
 3.5002637E+001, 4.1809169E+000
 3.6002866E+001, 4.3620621E+000
 3.7000125E+001, 4.5236745E+000
 3.8001906E+001, 4.6747781E+000
 3.9000183E+001, 4.7676158E+000
 4.0001195E+001, 4.9428648E+000
 4.1001021E+001, 5.1022276E+000
 4.2003929E+001, 5.2313014E+000
 4.3002956E+001, 5.4449003E+000
 4.4003009E+001, 5.4985437E+000
 4.5004979E+001, 5.7320999E+000
 4.6000882E+001, 5.9454459E+000
 4.7003743E+001, 5.9647186E+000
 4.8003700E+001, 6.2340527E+000
 4.9001778E+001, 6.6929964E+000
 5.0002797E+001, 6.6845733E+000
 5.1001497E+001, 6.7430031E+000
 5.2000324E+001, 6.9432026E+000
 5.3002455E+001, 7.2972070E+000
 5.4001525E+001, 7.3823361E+000
 5.5004403E+001, 7.5830480E+000
 5.6001750E+001, 7.6967754E+000
 5.7003234E+001, 7.6542881E+000
 5.8001409E+001, 7.7762588E+000
 5.9003147E+001, 7.9392940E+000
 6.0005268E+001, 7.9253264E+000
 6.1001289E+001, 7.9251652E+000
