s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0126136E+000, 2.0041839E-001
 2.0096732E+000, 2.8725242E-002
 3.0104114E+000, 4.0054544E-002
 4.0071725E+000, 5.4667386E-002
 5.0094956E+000, 6.0211268E-002
 6.0056702E+000, 6.4894507E-002
 7.0009384E+000, 3.8048792E-002
 8.0017055E+000, 6.4036826E-002
 9.0081897E+000, 7.5000000E-002
 1.0004891E+001, 7.5000000E-002
 1.1001272E+001, 1.0426746E-001
 1.2004461E+001, 1.8061261E-001
 1.3004178E+001, 2.1213189E-001
 1.4005318E+001, 2.6997612E-001
 1.5003444E+001, 3.4724321E-001
 1.6005545E+001, 4.6904376E-001
 1.7000311E+001, 5.4624764E-001
 1.8002308E+001, 5.7337646E-001
 1.9002224E+001, 6.4705191E-001
 2.0003549E+001, 7.1053880E-001
 2.1005568E+001, 7.8516278E-001
 2.2006398E+001, 8.4788757E-001
 2.3002154E+001, 9.0068675E-001
 2.4003987E+001, 1.0119817E+000
 2.5003284E+001, 1.0756118E+000
 2.6003618E+001, 1.1235355E+000
 2.7004023E+001, 1.1959672E+000
 2.8003781E+001, 1.2961404E+000
 2.9003616E+001, 1.3543753E+000
 3.0000895E+001, 1.4289574E+000
 3.1001876E+001, 1.5097469E+000
 3.2005785E+001, 1.6187229E+000
 3.3000540E+001, 1.6531472E+000
 3.4004743E+001, 1.7429852E+000
 3.5006003E+001, 1.7953246E+000
 3.6006132E+001, 1.8790786E+000
 3.7002972E+001, 1.9320675E+000
 3.8004021E+001, 2.0302207E+000
 3.9006310E+001, 2.0973692E+000
 4.0005086E+001, 2.1663926E+000
 4.1005111E+001, 2.2699990E+000
 4.2000105E+001, 2.3229992E+000
 4.3004092E+001, 2.4056723E+000
 4.4003362E+001, 2.4766364E+000
 4.5002798E+001, 2.5529808E+000
 4.6004558E+001, 2.6311788E+000
 4.7001178E+001, 2.6914255E+000
 4.8005201E+001, 2.7863384E+000
 4.9005734E+001, 2.8692755E+000
 5.0006006E+001, 2.9578178E+000
 5.1002753E+001, 3.0071500E+000
 5.2005533E+001, 3.0817287E+000
 5.3001507E+001, 3.1703309E+000
 5.4001671E+001, 3.2422337E+000
 5.5001135E+001, 3.3226268E+000
 5.6000529E+001, 3.4002605E+000
 5.7000386E+001, 3.4800088E+000
 5.8001125E+001, 3.5591395E+000
 5.9001259E+001, 3.6408711E+000
 6.0003112E+001, 3.7213904E+000
 6.1001124E+001, 3.8217059E+000
 6.2005405E+001, 3.9047268E+000
 6.3001700E+001, 3.9728695E+000
 6.4000654E+001, 4.0419863E+000
 6.5002250E+001, 4.1155255E+000
 6.6004061E+001, 4.2091424E+000
 6.7000279E+001, 4.2744793E+000
 6.8006140E+001, 4.3551873E+000
 6.9001731E+001, 4.4411417E+000
 7.0003054E+001, 4.5405810E+000
 7.1002398E+001, 4.5842069E+000
 7.2001998E+001, 4.6881924E+000
 7.3004328E+001, 4.7523310E+000
 7.4001684E+001, 4.8549606E+000
 7.5001032E+001, 4.9760886E+000
 7.6003937E+001, 5.0331462E+000
 7.7005301E+001, 5.1309765E+000
 7.8006150E+001, 5.1570812E+000
 7.9004159E+001, 5.2250663E+000
 8.0005887E+001, 5.2937781E+000
 8.1002825E+001, 5.4130049E+000
 8.2000495E+001, 5.5118189E+000
 8.3002881E+001, 5.5876228E+000
 8.4002703E+001, 5.6592547E+000
 8.5000660E+001, 5.7258053E+000
 8.6005125E+001, 5.8311523E+000
 8.7000961E+001, 5.9020033E+000
 8.8002658E+001, 5.9892590E+000
 8.9001645E+001, 6.0834974E+000
 9.0005221E+001, 6.1558725E+000
 9.1001249E+001, 6.2332169E+000
 9.2004991E+001, 6.2883876E+000
 9.3002359E+001, 6.3801151E+000
 9.4002789E+001, 6.4385416E+000
 9.5003416E+001, 6.5172355E+000
 9.6001418E+001, 6.6039556E+000
 9.7002643E+001, 6.6499972E+000
 9.8001384E+001, 6.7438263E+000
 9.9002703E+001, 6.7942226E+000
 1.0000046E+002, 6.9048701E+000
 1.0100460E+002, 6.9669837E+000
 1.0200381E+002, 7.0301453E+000
 1.0300230E+002, 7.0857755E+000
 1.0400027E+002, 7.1521640E+000
 1.0500615E+002, 7.2248300E+000
 1.0600032E+002, 7.2924553E+000
 1.0700468E+002, 7.3737472E+000
 1.0800493E+002, 7.4559887E+000
 1.0900130E+002, 7.4974169E+000
 1.1000469E+002, 7.5837840E+000
 1.1100249E+002, 7.6377863E+000
 1.1200154E+002, 7.7098636E+000
 1.1300121E+002, 7.7784040E+000
 1.1400489E+002, 7.8354889E+000
 1.1500320E+002, 7.9184946E+000
 1.1600344E+002, 7.9679539E+000
 1.1700148E+002, 7.9750000E+000
 1.1800014E+002, 7.9750000E+000
 1.1900180E+002, 7.9635308E+000
