s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0096949E+000, 1.1186831E-001
 2.0062374E+000, 2.5000000E-002
 3.0076841E+000, 2.5000000E-002
 4.0094999E+000, 2.5000000E-002
 5.0009877E+000, 2.5000000E-002
 6.0100331E+000, 2.5000000E-002
 7.0097833E+000, 2.5000000E-002
 8.0095335E+000, 2.5000000E-002
 9.0069569E+000, 5.1080694E-002
 1.0000278E+001, 7.5000000E-002
 1.1003734E+001, 8.9141414E-002
 1.2007683E+001, 1.1715812E-001
 1.3003910E+001, 1.4337964E-001
 1.4006441E+001, 1.8031761E-001
 1.5000485E+001, 2.1192051E-001
 1.6001051E+001, 2.4602787E-001
 1.7002414E+001, 2.4553579E-001
 1.8002815E+001, 3.2500000E-001
 1.9004105E+001, 3.1376233E-001
 2.0001095E+001, 3.9791666E-001
 2.1002651E+001, 4.1050456E-001
 2.2004726E+001, 4.6531716E-001
 2.3001458E+001, 4.9470356E-001
 2.4002945E+001, 5.1626450E-001
 2.5000439E+001, 5.7500000E-001
 2.6003738E+001, 5.8224438E-001
 2.7003059E+001, 6.2209238E-001
 2.8002609E+001, 6.6187249E-001
 2.9002191E+001, 6.8322530E-001
 3.0000294E+001, 7.4563759E-001
 3.1003233E+001, 8.2842128E-001
 3.2001251E+001, 8.9594077E-001
 3.3001431E+001, 1.3843194E+000
 3.4001514E+001, 1.5019797E+000
 3.5000459E+001, 1.3237183E+000
 3.6000765E+001, 1.6722819E+000
 3.7000370E+001, 1.5438696E+000
 3.8001954E+001, 1.2220067E+000
 3.9001095E+001, 1.1751853E+000
 4.0000063E+001, 1.6864537E+000
 4.1002009E+001, 2.1920309E+000
 4.2002863E+001, 1.8832503E+000
 4.3003510E+001, 2.3020557E+000
 4.4000322E+001, 2.2434041E+000
 4.5002054E+001, 1.4148619E+000
 4.6001585E+001, 1.5931390E+000
 4.7000650E+001, 2.1613591E+000
 4.8000542E+001, 2.0671253E+000
 4.9001723E+001, 1.5618663E+000
 5.0003162E+001, 1.9250112E+000
 5.1001596E+001, 1.7892498E+000
 5.2002610E+001, 2.0390555E+000
 5.3003138E+001, 2.3839176E+000
 5.4002489E+001, 2.3521308E+000
 5.5001531E+001, 2.3020571E+000
 5.6002002E+001, 1.8293323E+000
 5.7001611E+001, 2.0190273E+000
 5.8002445E+001, 1.9587840E+000
 5.9003444E+001, 2.1298254E+000
 6.0003256E+001, 2.2783708E+000
 6.1003038E+001, 2.3950078E+000
 6.2000214E+001, 2.8807153E+000
 6.3001993E+001, 2.3774517E+000
 6.4001223E+001, 2.5452422E+000
 6.5003426E+001, 2.8249884E+000
 6.6000639E+001, 2.7483488E+000
 6.7000358E+001, 2.9619381E+000
 6.8000740E+001, 3.1347696E+000
 6.9000397E+001, 3.4915175E+000
 7.0001003E+001, 3.5138584E+000
 7.1003800E+001, 3.5532242E+000
 7.2000730E+001, 3.6028852E+000
 7.3002829E+001, 3.8258887E+000
 7.4001021E+001, 3.7206051E+000
 7.5001179E+001, 4.1158109E+000
 7.6004486E+001, 3.8797276E+000
 7.7002168E+001, 3.9316229E+000
 7.8000102E+001, 4.0545148E+000
 7.9000421E+001, 4.3274021E+000
 8.0003926E+001, 4.2635396E+000
 8.1003587E+001, 4.4381095E+000
 8.2003089E+001, 4.9329716E+000
 8.3003019E+001, 4.4267300E+000
 8.4004115E+001, 4.5190466E+000
 8.5001674E+001, 5.1301930E+000
 8.6004045E+001, 4.7152175E+000
 8.7003928E+001, 5.3541413E+000
 8.8003611E+001, 4.7662798E+000
 8.9001061E+001, 5.0237733E+000
 9.0000079E+001, 5.6515518E+000
 9.1003789E+001, 5.1216942E+000
 9.2004077E+001, 5.7005398E+000
 9.3000529E+001, 5.3636018E+000
 9.4001890E+001, 6.6816196E+000
 9.5001698E+001, 5.7067265E+000
 9.6002556E+001, 5.9188287E+000
 9.7000071E+001, 5.9004793E+000
 9.8002350E+001, 6.1315123E+000
 9.9002110E+001, 6.3477364E+000
 1.0000110E+002, 6.6862620E+000
 1.0100143E+002, 6.6864506E+000
 1.0200427E+002, 5.8707381E+000
 1.0300121E+002, 6.6998561E+000
 1.0400166E+002, 6.1461228E+000
 1.0500261E+002, 6.5986020E+000
 1.0600199E+002, 6.9904276E+000
 1.0700269E+002, 6.2756696E+000
 1.0800117E+002, 6.2476876E+000
 1.0900242E+002, 6.9591676E+000
 1.1000349E+002, 6.6629029E+000
 1.1100394E+002, 6.1133317E+000
 1.1200356E+002, 6.9232763E+000
 1.1300143E+002, 6.6778002E+000
 1.1400440E+002, 6.2304809E+000
 1.1500179E+002, 6.5215291E+000
 1.1600059E+002, 6.7149772E+000
 1.1700333E+002, 6.5458227E+000
 1.1800305E+002, 6.3631151E+000
 1.1900184E+002, 6.3449971E+000
 1.2000487E+002, 6.5005561E+000
 1.2100284E+002, 6.9164994E+000
 1.2200471E+002, 6.7929532E+000
 1.2300438E+002, 6.9786547E+000
 1.2400344E+002, 6.9862998E+000
 1.2500447E+002, 7.3121655E+000
 1.2600065E+002, 7.1000623E+000
 1.2700558E+002, 7.2340979E+000
 1.2800273E+002, 7.3308361E+000
 1.2900050E+002, 7.5607004E+000
 1.3000000E+002, 7.7045461E+000
