s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0086303E+000, 9.4616006E-002
 2.0006533E+000, 6.9196947E-002
 3.0064190E+000, 7.5000000E-002
 4.0042652E+000, 3.0952381E-002
 5.0021115E+000, 2.7380952E-002
 6.0086691E+000, 2.5000000E-002
 7.0017638E+000, 2.5000000E-002
 8.0078383E+000, 2.5000000E-002
 9.0038437E+000, 2.5000000E-002
 1.0003966E+001, 2.5000000E-002
 1.1005232E+001, 2.5000000E-002
 1.2002884E+001, 2.8282880E-002
 1.3004358E+001, 5.0136047E-002
 1.4004339E+001, 7.5000000E-002
 1.5008246E+001, 7.5000000E-002
 1.6006897E+001, 1.2500000E-001
 1.7002096E+001, 1.3285127E-001
 1.8001345E+001, 1.5379174E-001
 1.9003035E+001, 1.8462398E-001
 2.0006541E+001, 2.0314251E-001
 2.1006045E+001, 2.1314019E-001
 2.2004190E+001, 2.4727571E-001
 2.3004654E+001, 2.9807409E-001
 2.4001634E+001, 2.7452823E-001
 2.5004426E+001, 4.7418033E-001
 2.6001937E+001, 4.5161668E-001
 2.7004364E+001, 4.7987080E-001
 2.8000053E+001, 5.5304474E-001
 2.9004455E+001, 6.7187934E-001
 3.0000219E+001, 4.1676685E-001
 3.1000911E+001, 5.6805069E-001
 3.2000923E+001, 6.7155070E-001
 3.3001920E+001, 5.4618637E-001
 3.4000437E+001, 7.7337613E-001
 3.5004702E+001, 1.1568474E+000
 3.6004403E+001, 1.0417330E+000
 3.7004119E+001, 1.6991850E+000
 3.8001340E+001, 1.8458259E+000
 3.9001972E+001, 1.1695307E+000
 4.0004869E+001, 8.7731415E-001
 4.1002145E+001, 9.1949568E-001
 4.2001092E+001, 1.5274625E+000
 4.3000259E+001, 1.4372301E+000
 4.4000974E+001, 1.5332764E+000
 4.5003919E+001, 1.5966651E+000
 4.6001371E+001, 1.5162674E+000
 4.7002718E+001, 1.9912157E+000
 4.8000057E+001, 1.9697747E+000
 4.9000834E+001, 1.6804139E+000
 5.0000142E+001, 1.4105507E+000
 5.1002854E+001, 2.1460552E+000
 5.2000144E+001, 2.2027465E+000
 5.3000267E+001, 2.1586510E+000
 5.4001892E+001, 2.4050368E+000
 5.5000949E+001, 2.3850713E+000
 5.6000113E+001, 2.5820598E+000
 5.7002819E+001, 2.7108993E+000
 5.8000488E+001, 2.8710449E+000
 5.9000412E+001, 3.0737768E+000
 6.0002746E+001, 3.2217192E+000
 6.1004531E+001, 3.2724580E+000
 6.2000992E+001, 3.6005091E+000
 6.3003329E+001, 3.6214835E+000
 6.4002241E+001, 3.8730810E+000
 6.5003861E+001, 3.7971405E+000
 6.6002265E+001, 3.8937467E+000
 6.7000972E+001, 4.0681518E+000
 6.8003214E+001, 4.2745462E+000
 6.9002177E+001, 4.5243435E+000
 7.0002434E+001, 4.5944896E+000
 7.1001349E+001, 4.7016679E+000
 7.2002097E+001, 4.7938917E+000
 7.3002613E+001, 4.9958654E+000
 7.4000706E+001, 5.0308128E+000
 7.5002745E+001, 5.1397366E+000
 7.6001084E+001, 5.2370311E+000
 7.7003255E+001, 5.2993489E+000
 7.8000756E+001, 5.3720877E+000
 7.9003338E+001, 5.4617656E+000
 8.0001992E+001, 5.5216371E+000
 8.1002180E+001, 5.6396392E+000
 8.2000188E+001, 5.6900132E+000
 8.3000003E+001, 6.1120563E+000
 8.4002453E+001, 5.9205814E+000
 8.5003018E+001, 5.8778959E+000
 8.6003903E+001, 6.0226336E+000
 8.7001231E+001, 6.0607298E+000
 8.8000150E+001, 6.1517985E+000
 8.9002247E+001, 6.1609489E+000
 9.0001222E+001, 6.3015011E+000
 9.1002450E+001, 6.3910403E+000
 9.2004568E+001, 6.4742679E+000
 9.3004406E+001, 6.6866141E+000
 9.4003769E+001, 6.5659404E+000
 9.5001824E+001, 6.6699609E+000
 9.6000511E+001, 6.8668284E+000
 9.7004385E+001, 6.9904718E+000
 9.8004945E+001, 7.0724319E+000
 9.9003762E+001, 7.2723640E+000
 1.0000685E+002, 7.3970828E+000
 1.0100116E+002, 7.4968630E+000
 1.0200170E+002, 7.6453012E+000
 1.0300371E+002, 7.6989064E+000
 1.0400832E+002, 7.8258283E+000
 1.0500298E+002, 7.9132391E+000
 1.0600536E+002, 7.9738482E+000
 1.0700442E+002, 7.9750000E+000
 1.0800108E+002, 7.9385756E+000
 1.0900505E+002, 7.8710703E+000
 1.1001135E+002, 7.9390676E+000
 1.1100109E+002, 7.7726471E+000
