s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0116353E+000, 6.5889845E-002
 2.0032320E+000, 2.6081845E-002
 3.0008931E+000, 5.2419355E-002
 4.0092818E+000, 6.6489362E-002
 5.0078277E+000, 7.0237261E-002
 6.0012644E+000, 8.0319149E-002
 7.0052695E+000, 1.1605263E-001
 8.0092747E+000, 1.4763158E-001
 9.0027114E+000, 1.3882979E-001
 1.0007762E+001, 1.9480711E-001
 1.1002990E+001, 1.7388889E-001
 1.2009277E+001, 1.7500000E-001
 1.3008870E+001, 2.1361744E-001
 1.4001877E+001, 1.7661290E-001
 1.5005562E+001, 1.8723404E-001
 1.6008932E+001, 2.1304452E-001
 1.7002800E+001, 2.2921053E-001
 1.8003645E+001, 1.6848405E-001
 1.9009815E+001, 2.2777778E-001
 2.0002981E+001, 2.5605900E-001
 2.1006694E+001, 1.3814073E-001
 2.2004415E+001, 1.0882593E-001
 2.3002779E+001, 9.5297424E-002
 2.4006180E+001, 9.8684211E-002
 2.5009581E+001, 4.9736842E-002
 2.6002420E+001, 3.9361702E-002
 2.7005821E+001, 3.0789474E-002
 2.8003215E+001, 2.8163937E-002
 2.9004755E+001, 2.9166667E-002
 3.0006294E+001, 2.7604167E-002
 3.1007834E+001, 2.9166667E-002
 3.2009373E+001, 3.3854167E-002
 3.3004356E+001, 5.0122061E-002
 3.4005955E+001, 7.5510204E-002
 3.5006354E+001, 5.8875525E-002
 3.6005717E+001, 6.3290264E-002
 3.7008244E+001, 6.3297872E-002
 3.8000106E+001, 7.1236559E-002
 3.9002633E+001, 5.6914894E-002
 4.0005160E+001, 6.2765957E-002
 4.1002372E+001, 4.6375088E-002
 4.2002323E+001, 2.5000000E-002
 4.3002273E+001, 2.5000000E-002
 4.4006464E+001, 2.5000000E-002
 4.5001890E+001, 5.6876240E-002
 4.6001044E+001, 3.8648453E-002
 4.7005634E+001, 9.8974314E-002
 4.8007319E+001, 2.5000000E-002
 4.9006578E+001, 4.1959373E-002
 5.0001873E+001, 1.9148600E-001
 5.1000764E+001, 1.0866337E-001
 5.2004946E+001, 6.3144068E-002
 5.3005292E+001, 2.4889259E-001
 5.4007754E+001, 1.9327582E-001
 5.5000373E+001, 4.7590447E-002
 5.6006709E+001, 1.5184773E-001
 5.7006237E+001, 1.7288647E-001
 5.8005326E+001, 2.5000000E-002
 5.9003304E+001, 3.6594078E-002
 6.0004151E+001, 3.5437731E-002
 6.1005282E+001, 7.3272524E-002
 6.2004007E+001, 9.6318834E-002
 6.3003295E+001, 3.2795474E-002
 6.4002113E+001, 4.7229114E-002
 6.5005991E+001, 6.8646226E-002
 6.6003463E+001, 1.8429204E-001
 6.7000935E+001, 8.5619469E-002
 6.8001822E+001, 2.5911900E-001
 6.9005411E+001, 2.8614100E-001
 7.0002886E+001, 6.5269723E-001
 7.1006200E+001, 7.2240712E-001
 7.2001235E+001, 5.4704298E-001
 7.3002709E+001, 9.6507353E-001
 7.4004262E+001, 3.7817469E-001
 7.5000233E+001, 5.5272904E-001
 7.6003262E+001, 7.2072588E-001
 7.7004953E+001, 8.3359020E-001
 7.8000297E+001, 7.7096145E-001
 7.9002555E+001, 9.5891314E-001
 8.0005805E+001, 9.9970631E-001
 8.1006123E+001, 7.0099313E-001
 8.2002706E+001, 1.0981043E+000
 8.3005024E+001, 9.8147779E-001
 8.4005673E+001, 1.0329646E+000
 8.5002780E+001, 1.0796445E+000
 8.6001544E+001, 1.3746116E+000
 8.7001700E+001, 1.2073620E+000
 8.8005235E+001, 1.6015490E+000
 8.9002547E+001, 1.3250409E+000
 9.0000655E+001, 1.6054105E+000
 9.1000824E+001, 1.7594516E+000
 9.2004024E+001, 1.7337509E+000
