s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0222974E+000, 1.9875673E-001
 2.0097139E+000, 3.1742431E-002
 3.0002480E+000, 2.5000000E-002
 4.0153236E+000, 2.5000000E-002
 5.0017478E+000, 2.5000000E-002
 6.0038295E+000, 2.5000000E-002
 7.0124631E+000, 2.7820046E-002
 8.0082254E+000, 2.5000000E-002
 9.0057441E+000, 2.5000000E-002
 1.0006297E+001, 2.5000000E-002
 1.1003625E+001, 4.1837924E-002
 1.2002982E+001, 8.6428503E-002
 1.3006094E+001, 1.2500000E-001
 1.4000922E+001, 1.2500000E-001
 1.5006482E+001, 1.8371487E-001
 1.6005004E+001, 1.7500000E-001
 1.7006545E+001, 2.2634295E-001
 1.8007106E+001, 2.8130456E-001
 1.9000369E+001, 2.7500000E-001
 2.0000994E+001, 3.2804482E-001
 2.1002108E+001, 3.3538295E-001
 2.2004950E+001, 3.7500000E-001
 2.3002268E+001, 5.0511433E-001
 2.4001679E+001, 5.3788109E-001
 2.5002763E+001, 6.7931111E-001
 2.6000860E+001, 7.5560972E-001
 2.7003570E+001, 6.3431229E-001
 2.8000351E+001, 5.7133003E-001
 2.9004357E+001, 9.4126212E-001
 3.0000748E+001, 9.7394859E-001
 3.1000245E+001, 9.2831983E-001
 3.2003306E+001, 1.1594723E+000
 3.3000901E+001, 1.1047680E+000
 3.4003576E+001, 1.2091141E+000
 3.5002658E+001, 1.3622662E+000
 3.6000324E+001, 1.3186710E+000
 3.7003812E+001, 1.3843019E+000
 3.8000498E+001, 1.6718122E+000
 3.9003626E+001, 1.8745870E+000
 4.0001091E+001, 1.7885639E+000
 4.1000167E+001, 1.9374419E+000
 4.2003682E+001, 1.6311295E+000
 4.3000044E+001, 1.9671687E+000
 4.4001131E+001, 1.8002445E+000
 4.5003435E+001, 1.7744980E+000
 4.6004724E+001, 1.8972853E+000
 4.7003790E+001, 1.9386110E+000
 4.8002624E+001, 2.2092414E+000
 4.9002668E+001, 2.3325269E+000
 5.0001810E+001, 2.3391826E+000
 5.1002664E+001, 2.1661950E+000
 5.2005785E+001, 2.3245320E+000
 5.3002384E+001, 2.4519954E+000
 5.4003345E+001, 2.4521071E+000
 5.5000846E+001, 2.7020276E+000
 5.6002303E+001, 2.5679349E+000
 5.7004217E+001, 2.8233884E+000
 5.8001140E+001, 2.9336798E+000
 5.9000873E+001, 2.7401953E+000
 6.0005032E+001, 2.7720212E+000
 6.1002429E+001, 3.0206908E+000
 6.2003653E+001, 3.2944167E+000
 6.3003323E+001, 3.4180023E+000
 6.4003640E+001, 3.5203386E+000
 6.5000088E+001, 3.7066661E+000
 6.6000799E+001, 3.8487563E+000
 6.7004031E+001, 3.7854320E+000
 6.8005487E+001, 3.7709050E+000
 6.9003201E+001, 4.1085677E+000
 7.0003075E+001, 4.3095650E+000
 7.1000499E+001, 4.4005593E+000
 7.2003385E+001, 4.0573154E+000
 7.3002421E+001, 4.1597157E+000
 7.4000387E+001, 4.2911292E+000
 7.5003299E+001, 4.3561497E+000
 7.6002786E+001, 4.5941732E+000
 7.7002244E+001, 4.4835178E+000
 7.8003256E+001, 4.7631899E+000
 7.9000316E+001, 4.8104645E+000
 8.0004117E+001, 4.6574984E+000
 8.1005227E+001, 4.8480393E+000
 8.2002707E+001, 4.8271108E+000
 8.3002779E+001, 4.8687866E+000
 8.4002630E+001, 5.0071410E+000
 8.5000316E+001, 5.1338305E+000
 8.6005244E+001, 5.1019748E+000
 8.7003052E+001, 5.1653209E+000
 8.8003159E+001, 5.2988467E+000
 8.9003459E+001, 5.4303700E+000
 9.0003463E+001, 5.6379908E+000
 9.1000252E+001, 5.5932600E+000
 9.2004476E+001, 5.7097015E+000
 9.3004497E+001, 5.7511719E+000
 9.4003034E+001, 6.0293150E+000
 9.5002278E+001, 6.2105782E+000
 9.6002054E+001, 6.1687638E+000
 9.7002916E+001, 6.1942873E+000
 9.8005905E+001, 6.1988205E+000
 9.9002583E+001, 6.4046124E+000
 1.0000216E+002, 6.3469715E+000
 1.0100188E+002, 6.3361963E+000
 1.0200248E+002, 6.3702379E+000
 1.0300549E+002, 6.4403522E+000
 1.0400288E+002, 6.5226025E+000
 1.0500089E+002, 6.6239500E+000
 1.0600469E+002, 6.6892444E+000
 1.0700343E+002, 6.6953848E+000
 1.0800419E+002, 6.8474219E+000
 1.0900437E+002, 7.0469585E+000
 1.1000382E+002, 6.9670941E+000
 1.1100061E+002, 7.1486858E+000
 1.1200390E+002, 7.1866811E+000
 1.1300041E+002, 7.0995742E+000
 1.1400221E+002, 7.1360334E+000
 1.1500118E+002, 7.1898826E+000
 1.1600319E+002, 7.2844544E+000
 1.1700063E+002, 7.2910720E+000
 1.1800155E+002, 7.2820782E+000
 1.1900379E+002, 7.3847489E+000
 1.2000252E+002, 7.3982418E+000
 1.2100062E+002, 7.4875884E+000
 1.2200617E+002, 7.5023305E+000
 1.2300114E+002, 7.5439904E+000
 1.2400323E+002, 7.5917975E+000
 1.2500392E+002, 7.6758701E+000
 1.2600683E+002, 7.7288233E+000
 1.2700242E+002, 7.7740363E+000
 1.2800329E+002, 7.8285979E+000
 1.2900885E+002, 7.8862503E+000
 1.3001191E+002, 7.9237416E+000
