s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0222974E+000, 1.9875673E-001
 2.0066028E+000, 3.1763742E-002
 3.0141172E+000, 2.5000000E-002
 4.0045802E+000, 2.5000000E-002
 5.0022972E+000, 2.5000000E-002
 6.0055660E+000, 2.5000000E-002
 7.0063177E+000, 2.5642180E-002
 8.0097176E+000, 2.5000000E-002
 9.0018463E+000, 2.5000000E-002
 1.0003632E+001, 2.5000000E-002
 1.1002150E+001, 5.4294731E-002
 1.2003370E+001, 9.4072963E-002
 1.3005412E+001, 1.2500000E-001
 1.4006217E+001, 1.4908336E-001
 1.5004362E+001, 1.7771682E-001
 1.6000211E+001, 2.1526773E-001
 1.7001589E+001, 2.2500000E-001
 1.8003985E+001, 2.7162445E-001
 1.9000899E+001, 3.9264061E-001
 2.0003108E+001, 3.3950190E-001
 2.1004359E+001, 3.9637149E-001
 2.2004903E+001, 4.9166676E-001
 2.3004112E+001, 4.9476017E-001
 2.4004829E+001, 6.2243881E-001
 2.5003425E+001, 6.8601862E-001
 2.6005609E+001, 7.5024441E-001
 2.7004991E+001, 9.9799089E-001
 2.8004341E+001, 1.0343646E+000
 2.9001391E+001, 1.2847945E+000
 3.0003495E+001, 1.1808152E+000
 3.1003168E+001, 9.5071563E-001
 3.2001414E+001, 9.4191968E-001
 3.3004491E+001, 1.2984830E+000
 3.4003914E+001, 1.8014035E+000
 3.5002050E+001, 1.4677734E+000
 3.6001719E+001, 1.6440439E+000
 3.7001923E+001, 1.6855964E+000
 3.8002320E+001, 1.7743381E+000
 3.9003661E+001, 2.0150182E+000
 4.0002916E+001, 1.7985516E+000
 4.1000119E+001, 2.1083132E+000
 4.2003586E+001, 1.8150331E+000
 4.3004190E+001, 1.7787039E+000
 4.4004063E+001, 1.8228666E+000
 4.5000386E+001, 2.3851670E+000
 4.6001902E+001, 2.3341135E+000
 4.7004289E+001, 2.2746342E+000
 4.8004187E+001, 2.3990268E+000
 4.9001019E+001, 2.4508288E+000
 5.0001677E+001, 2.4277164E+000
 5.1000752E+001, 2.8900601E+000
 5.2000286E+001, 2.7060273E+000
 5.3000376E+001, 2.8511726E+000
 5.4003972E+001, 3.0040247E+000
 5.5000873E+001, 2.9031112E+000
 5.6002955E+001, 3.3179411E+000
 5.7001069E+001, 3.2515051E+000
 5.8000695E+001, 3.1451206E+000
 5.9004773E+001, 3.2772757E+000
 6.0003368E+001, 3.2153269E+000
 6.1002536E+001, 3.4309618E+000
 6.2001990E+001, 3.4685818E+000
 6.3000650E+001, 3.6822229E+000
 6.4002962E+001, 3.8708270E+000
 6.5001615E+001, 3.6241707E+000
 6.6000151E+001, 3.7374587E+000
 6.7002491E+001, 4.1806700E+000
 6.8002203E+001, 3.8905842E+000
 6.9001795E+001, 4.1238648E+000
 7.0000986E+001, 4.5577497E+000
 7.1000634E+001, 4.5812500E+000
 7.2003926E+001, 4.8984024E+000
 7.3000016E+001, 4.9237460E+000
 7.4001087E+001, 4.8831142E+000
 7.5001202E+001, 4.8205332E+000
 7.6000106E+001, 4.8812706E+000
 7.7002422E+001, 4.7418767E+000
 7.8001821E+001, 5.4490195E+000
 7.9004391E+001, 5.3833595E+000
 8.0004764E+001, 5.8892458E+000
 8.1002670E+001, 5.8017250E+000
 8.2004136E+001, 5.7997153E+000
 8.3003846E+001, 5.8185470E+000
 8.4004075E+001, 5.8737562E+000
 8.5003230E+001, 5.5306929E+000
 8.6000061E+001, 5.5341719E+000
 8.7003322E+001, 5.9343675E+000
 8.8002640E+001, 5.8817448E+000
 8.9003292E+001, 5.9040528E+000
 9.0003340E+001, 5.9425770E+000
 9.1002737E+001, 6.1454663E+000
 9.2005069E+001, 6.1496955E+000
 9.3004219E+001, 6.3027127E+000
 9.4003588E+001, 6.6070875E+000
 9.5000681E+001, 6.4274535E+000
 9.6002246E+001, 6.3917664E+000
 9.7003419E+001, 6.5135165E+000
 9.8001055E+001, 6.4727768E+000
 9.9000834E+001, 6.6169667E+000
 1.0000194E+002, 6.7193991E+000
 1.0100124E+002, 6.7541151E+000
 1.0200276E+002, 7.0808821E+000
 1.0300371E+002, 6.9717848E+000
 1.0400000E+002, 7.2452666E+000
 1.0500183E+002, 7.1782240E+000
 1.0600374E+002, 7.1782717E+000
 1.0700060E+002, 7.1318056E+000
 1.0800366E+002, 7.3540200E+000
 1.0900323E+002, 7.1557024E+000
 1.1000052E+002, 7.2735265E+000
 1.1100259E+002, 7.3330132E+000
 1.1200325E+002, 7.4203289E+000
 1.1300169E+002, 7.5073528E+000
 1.1400249E+002, 7.5509015E+000
 1.1500240E+002, 7.6690909E+000
 1.1600252E+002, 7.6679236E+000
 1.1700311E+002, 7.7934156E+000
 1.1800397E+002, 7.8327120E+000
 1.1900612E+002, 7.8511075E+000
 1.2000431E+002, 7.8821219E+000
 1.2100872E+002, 7.9238952E+000
 1.2200714E+002, 7.9389597E+000
 1.2300436E+002, 7.9697564E+000
 1.2400735E+002, 7.9008438E+000
 1.2500454E+002, 7.9404240E+000
 1.2601236E+002, 7.9491096E+000
