s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0105522E+000, 1.7851936E-001
 2.0203169E+000, 3.1430617E-002
 3.0012773E+000, 3.6979773E-002
 4.0071570E+000, 6.9726231E-002
 5.0069149E+000, 1.3575176E-001
 6.0040533E+000, 1.4433738E-001
 7.0006117E+000, 1.5334511E-001
 8.0013985E+000, 2.0450824E-001
 9.0027677E+000, 3.4908152E-001
 1.0004642E+001, 4.8234871E-001
 1.1000032E+001, 6.4689107E-001
 1.2002935E+001, 8.2742722E-001
 1.3001493E+001, 9.4919946E-001
 1.4004999E+001, 1.0808574E+000
 1.5000152E+001, 1.2217418E+000
 1.6004389E+001, 1.3623657E+000
 1.7003765E+001, 1.4809108E+000
 1.8000017E+001, 1.6049265E+000
 1.9001157E+001, 1.7825811E+000
 2.0001196E+001, 1.9380186E+000
 2.1002281E+001, 2.2408809E+000
 2.2002208E+001, 2.4102219E+000
 2.3001971E+001, 2.6835216E+000
 2.4003392E+001, 2.8856415E+000
 2.5002682E+001, 3.1114880E+000
 2.6004873E+001, 3.2856212E+000
 2.7001644E+001, 3.4285649E+000
 2.8004459E+001, 3.6711200E+000
 2.9003809E+001, 3.8468206E+000
 3.0000024E+001, 4.0488170E+000
 3.1000771E+001, 4.2422613E+000
 3.2001597E+001, 4.3069170E+000
 3.3002513E+001, 4.4746555E+000
 3.4004067E+001, 4.6409741E+000
 3.5005190E+001, 4.8656926E+000
 3.6000754E+001, 4.9560174E+000
 3.7002219E+001, 5.1284343E+000
 3.8001332E+001, 5.3155203E+000
 3.9000252E+001, 5.4115160E+000
 4.0002862E+001, 5.6938428E+000
 4.1003026E+001, 5.8775253E+000
 4.2000041E+001, 6.0682078E+000
 4.3003579E+001, 6.3697539E+000
 4.4001774E+001, 6.6134546E+000
 4.5001491E+001, 6.8596167E+000
 4.6004623E+001, 6.9677017E+000
 4.7002146E+001, 7.0486968E+000
 4.8002160E+001, 7.2074565E+000
 4.9003425E+001, 7.3565215E+000
 5.0000322E+001, 7.5127230E+000
 5.1003070E+001, 7.6620881E+000
 5.2002624E+001, 7.7973836E+000
 5.3002646E+001, 7.9347768E+000
 5.4004273E+001, 7.9432238E+000
 5.5005217E+001, 7.8436377E+000
