s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0186027E+000, 1.6160512E-001
 2.0078764E+000, 2.8026902E-002
 3.0012482E+000, 4.0178041E-002
 4.0113993E+000, 5.6267569E-002
 5.0047950E+000, 5.9363752E-002
 6.0086049E+000, 6.2859305E-002
 7.0048718E+000, 5.8802017E-002
 8.0080751E+000, 7.5000000E-002
 9.0028461E+000, 7.5000000E-002
 1.0001217E+001, 7.5000000E-002
 1.1000328E+001, 1.3408596E-001
 1.2002026E+001, 2.0557138E-001
 1.3001880E+001, 2.3861216E-001
 1.4000652E+001, 3.1339011E-001
 1.5004064E+001, 3.9272483E-001
 1.6003004E+001, 4.6545269E-001
 1.7003088E+001, 5.1161776E-001
 1.8003878E+001, 5.8397110E-001
 1.9003347E+001, 6.3893298E-001
 2.0002438E+001, 7.1780079E-001
 2.1001939E+001, 8.0283163E-001
 2.2004805E+001, 8.2937813E-001
 2.3000049E+001, 8.9395941E-001
 2.4000333E+001, 9.6102259E-001
 2.5000267E+001, 1.1043961E+000
 2.6001814E+001, 1.1595366E+000
 2.7001005E+001, 1.3039126E+000
 2.8001405E+001, 1.3986906E+000
 2.9000135E+001, 1.4941585E+000
 3.0002360E+001, 1.5769604E+000
 3.1003181E+001, 1.6535481E+000
 3.2000400E+001, 1.7370810E+000
 3.3004225E+001, 1.9015856E+000
 3.4002205E+001, 1.9665103E+000
 3.5000094E+001, 2.0331253E+000
 3.6002125E+001, 2.1243204E+000
 3.7002169E+001, 2.2223452E+000
 3.8003046E+001, 2.3472752E+000
 3.9004299E+001, 2.3973879E+000
 4.0000336E+001, 2.4939125E+000
 4.1001356E+001, 2.5807116E+000
 4.2001588E+001, 2.6537863E+000
 4.3006463E+001, 2.7209268E+000
 4.4000738E+001, 2.8301018E+000
 4.5000136E+001, 2.8724664E+000
 4.6002085E+001, 2.9406559E+000
 4.7002071E+001, 3.0493245E+000
 4.8001701E+001, 3.1314556E+000
 4.9002431E+001, 3.2101722E+000
 5.0003369E+001, 3.2626252E+000
 5.1002343E+001, 3.3418365E+000
 5.2005436E+001, 3.4300871E+000
 5.3005690E+001, 3.4876361E+000
 5.4003728E+001, 3.5342439E+000
 5.5003873E+001, 3.6450757E+000
 5.6005727E+001, 3.6867768E+000
 5.7004905E+001, 3.7732960E+000
 5.8000649E+001, 3.8341947E+000
 5.9000230E+001, 3.9486859E+000
 6.0003080E+001, 3.9876685E+000
 6.1002878E+001, 4.0650963E+000
 6.2001106E+001, 4.1295058E+000
 6.3003026E+001, 4.2325075E+000
 6.4002123E+001, 4.2748768E+000
 6.5002665E+001, 4.3967655E+000
 6.6003595E+001, 4.4355158E+000
 6.7004755E+001, 4.5081493E+000
 6.8000304E+001, 4.5863100E+000
 6.9000898E+001, 4.7126852E+000
 7.0003774E+001, 4.7716750E+000
 7.1002843E+001, 4.8780040E+000
 7.2000648E+001, 4.8941194E+000
 7.3003616E+001, 4.9962685E+000
 7.4002689E+001, 5.1343717E+000
 7.5002242E+001, 5.1827225E+000
 7.6000431E+001, 5.2835356E+000
 7.7002189E+001, 5.3928105E+000
 7.8003720E+001, 5.5164044E+000
 7.9001080E+001, 5.4979627E+000
 8.0002367E+001, 5.6572120E+000
 8.1003165E+001, 5.7329645E+000
 8.2002984E+001, 5.7592931E+000
 8.3002928E+001, 5.8791746E+000
 8.4006578E+001, 5.9862787E+000
 8.5000078E+001, 6.0872227E+000
 8.6001389E+001, 6.1365681E+000
 8.7006094E+001, 6.2408984E+000
 8.8001706E+001, 6.2944298E+000
 8.9002601E+001, 6.4063163E+000
 9.0003405E+001, 6.4684032E+000
 9.1000848E+001, 6.5530070E+000
 9.2003925E+001, 6.6274923E+000
 9.3005514E+001, 6.7568285E+000
 9.4005679E+001, 6.7881934E+000
 9.5000753E+001, 6.9162218E+000
 9.6000743E+001, 6.9625163E+000
 9.7002464E+001, 7.0865657E+000
 9.8003761E+001, 7.1448257E+000
 9.9004607E+001, 7.2364863E+000
 1.0000597E+002, 7.3122536E+000
 1.0100088E+002, 7.4453936E+000
 1.0200101E+002, 7.4877684E+000
 1.0300165E+002, 7.5270649E+000
 1.0400459E+002, 7.6037907E+000
 1.0500463E+002, 7.7073831E+000
 1.0600151E+002, 7.7639870E+000
 1.0700427E+002, 7.8662993E+000
 1.0800649E+002, 7.9329404E+000
 1.0900741E+002, 7.9750000E+000
 1.1000615E+002, 7.9739102E+000
 1.1101018E+002, 7.9723766E+000
