s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0103084E+000, 1.1833544E-001
 2.0094083E+000, 1.3041709E-001
 3.0065663E+000, 1.1771680E-001
 4.0128040E+000, 1.5392891E-001
 5.0028468E+000, 1.5523937E-001
 6.0077243E+000, 1.4421607E-001
 7.0106438E+000, 1.0878378E-001
 8.0083189E+000, 1.2169435E-001
 9.0009073E+000, 1.1282275E-001
 1.0002778E+001, 1.4569575E-001
 1.1010152E+001, 1.3814485E-001
 1.2003218E+001, 1.7268487E-001
 1.3011321E+001, 7.5000000E-002
 1.4003013E+001, 7.5000000E-002
 1.5011214E+001, 7.5000000E-002
 1.6002144E+001, 8.1605780E-002
 1.7014707E+001, 1.0144257E-001
 1.8014032E+001, 9.5248891E-002
 1.9005512E+001, 1.0877312E-001
 2.0002845E+001, 1.2895273E-001
 2.1003946E+001, 1.1816701E-001
 2.2003405E+001, 7.6428571E-002
 2.3002230E+001, 7.6285861E-002
 2.4005307E+001, 7.5000000E-002
 2.5008384E+001, 7.5000000E-002
 2.6006478E+001, 7.5000000E-002
 2.7006446E+001, 7.5000000E-002
 2.8000085E+001, 7.5000000E-002
 2.9008405E+001, 7.5000000E-002
 3.0007574E+001, 7.5000000E-002
 3.1005533E+001, 7.5000000E-002
 3.2003493E+001, 7.5000000E-002
 3.3001452E+001, 7.5000000E-002
 3.4005331E+001, 7.5000000E-002
 3.5010833E+001, 7.5000000E-002
 3.6007649E+001, 1.6168621E-001
 3.7011456E+001, 1.2500000E-001
 3.8005295E+001, 1.2500000E-001
 3.9007917E+001, 1.2500000E-001
 4.0010539E+001, 1.2500000E-001
 4.1011013E+001, 1.2500000E-001
 4.2003445E+001, 1.2500000E-001
 4.3005848E+001, 1.2500000E-001
 4.4002792E+001, 1.8469798E-001
 4.5000015E+001, 2.9962940E-001
 4.6000425E+001, 4.7341990E-001
 4.7000704E+001, 4.0865385E-001
 4.8003974E+001, 4.6243816E-001
 4.9004449E+001, 4.3503580E-001
 5.0002390E+001, 4.6803502E-001
 5.1003681E+001, 5.5382883E-001
 5.2008433E+001, 5.3348105E-001
 5.3004404E+001, 4.4669811E-001
 5.4000374E+001, 3.9858491E-001
 5.5005741E+001, 1.3621495E-001
 5.6003851E+001, 1.3441465E-001
 5.7005717E+001, 2.8312781E-001
 5.8004198E+001, 4.2122508E-001
 5.9001602E+001, 8.0929688E-001
 6.0003989E+001, 8.2535057E-001
 6.1004048E+001, 8.4905397E-001
 6.2006713E+001, 6.8109941E-001
 6.3003318E+001, 8.0007615E-001
 6.4004267E+001, 8.1055107E-001
 6.5003123E+001, 7.6608879E-001
 6.6001138E+001, 7.8554924E-001
 6.7002249E+001, 9.1686445E-001
 6.8001193E+001, 9.6028332E-001
 6.9003980E+001, 9.9432767E-001
 7.0005114E+001, 1.1836813E+000
 7.1000031E+001, 1.1504263E+000
 7.2003188E+001, 1.2079396E+000
 7.3002634E+001, 1.3948609E+000
 7.4001895E+001, 1.2141726E+000
 7.5002078E+001, 1.2533566E+000
 7.6004033E+001, 1.5359636E+000
 7.7001983E+001, 1.5699868E+000
 7.8000863E+001, 1.5619078E+000
 7.9001606E+001, 1.5250111E+000
 8.0002029E+001, 1.6919121E+000
 8.1001763E+001, 1.6053247E+000
 8.2003382E+001, 1.7198382E+000
 8.3003409E+001, 1.8603028E+000
 8.4000388E+001, 1.9311703E+000
 8.5003584E+001, 2.0243874E+000
 8.6001185E+001, 2.1407822E+000
 8.7004051E+001, 1.9657524E+000
 8.8003886E+001, 2.1792709E+000
 8.9001776E+001, 2.2208068E+000
 9.0003946E+001, 2.3695001E+000
 9.1004643E+001, 1.5222588E+000
 9.2003486E+001, 2.3537317E+000
