s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0120840E+000, 9.5206889E-002
 2.0046581E+000, 7.7466454E-002
 3.0044661E+000, 1.0853465E-001
 4.0049077E+000, 5.3873239E-002
 5.0053493E+000, 4.4014085E-002
 6.0008592E+000, 2.5000000E-002
 7.0029213E+000, 2.5000000E-002
 8.0003334E+000, 3.9957265E-002
 9.0085248E+000, 2.5000000E-002
 1.0009122E+001, 2.5000000E-002
 1.1005566E+001, 2.5000000E-002
 1.2007188E+001, 4.2496755E-002
 1.3003733E+001, 3.8541476E-002
 1.4005334E+001, 7.5000000E-002
 1.5000962E+001, 7.5000000E-002
 1.6008023E+001, 9.2815153E-002
 1.7004228E+001, 1.2500000E-001
 1.8002521E+001, 1.4110071E-001
 1.9002126E+001, 1.4369506E-001
 2.0004134E+001, 1.7500000E-001
 2.1002043E+001, 1.7500000E-001
 2.2008419E+001, 1.9007657E-001
 2.3007968E+001, 2.2942478E-001
 2.4002247E+001, 2.4615972E-001
 2.5003835E+001, 2.8300453E-001
 2.6005957E+001, 2.9838343E-001
 2.7001730E+001, 3.2500000E-001
 2.8005059E+001, 3.5151026E-001
 2.9001900E+001, 3.5990776E-001
 3.0005084E+001, 3.6258361E-001
 3.1003496E+001, 3.8095992E-001
 3.2006872E+001, 4.0955724E-001
 3.3000515E+001, 4.5809226E-001
 3.4004723E+001, 4.4935409E-001
 3.5004000E+001, 4.3874063E-001
 3.6002419E+001, 4.9633099E-001
 3.7000361E+001, 5.1033983E-001
 3.8005084E+001, 5.7664372E-001
 3.9001602E+001, 6.5099630E-001
 4.0002783E+001, 6.1913734E-001
 4.1003637E+001, 8.9681719E-001
 4.2002172E+001, 8.5940794E-001
 4.3001053E+001, 6.0102346E-001
 4.4004044E+001, 7.2195105E-001
 4.5001909E+001, 7.2941812E-001
 4.6001799E+001, 6.8498058E-001
 4.7001028E+001, 7.1282880E-001
 4.8003779E+001, 7.4913292E-001
 4.9001212E+001, 7.6535654E-001
 5.0000252E+001, 8.2044153E-001
 5.1003964E+001, 8.4274311E-001
 5.2002802E+001, 9.3333210E-001
 5.3005144E+001, 9.5227633E-001
 5.4003976E+001, 1.0553226E+000
 5.5001197E+001, 1.3203887E+000
 5.6003874E+001, 1.2824849E+000
 5.7000407E+001, 1.3784233E+000
 5.8001331E+001, 1.3863657E+000
 5.9003477E+001, 1.4417609E+000
 6.0003006E+001, 1.5279928E+000
 6.1002412E+001, 1.7168423E+000
 6.2002398E+001, 1.7695951E+000
 6.3000106E+001, 1.8657105E+000
 6.4001315E+001, 1.9354438E+000
 6.5004435E+001, 2.0534556E+000
 6.6004204E+001, 2.1813316E+000
 6.7004966E+001, 2.2277802E+000
 6.8002488E+001, 2.4950857E+000
 6.9002356E+001, 2.7560569E+000
 7.0002695E+001, 2.6246390E+000
 7.1004910E+001, 2.6893033E+000
 7.2003610E+001, 2.8664202E+000
 7.3004581E+001, 2.9529750E+000
 7.4001043E+001, 3.1436778E+000
 7.5002378E+001, 3.0743516E+000
 7.6003403E+001, 3.1706338E+000
 7.7004451E+001, 3.1979881E+000
 7.8003056E+001, 3.3263106E+000
 7.9004976E+001, 3.2993779E+000
 8.0002659E+001, 3.3749316E+000
 8.1003652E+001, 3.5922921E+000
 8.2005072E+001, 3.5299831E+000
 8.3001311E+001, 3.5990642E+000
 8.4000052E+001, 3.6008676E+000
 8.5004918E+001, 3.6922127E+000
 8.6000041E+001, 3.8104386E+000
 8.7004656E+001, 3.8776773E+000
 8.8004121E+001, 3.8962369E+000
 8.9002665E+001, 4.0036181E+000
 9.0004138E+001, 4.0779906E+000
 9.1005420E+001, 4.1701612E+000
 9.2000399E+001, 4.2557707E+000
