s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0186027E+000, 1.5376579E-001
 2.0077318E+000, 2.6009115E-002
 3.0116848E+000, 2.5000000E-002
 4.0064275E+000, 6.2510540E-002
 5.0046960E+000, 6.9855491E-002
 6.0013455E+000, 1.6019270E-001
 7.0059558E+000, 1.3335367E-001
 8.0050117E+000, 1.3619400E-001
 9.0036490E+000, 2.2733607E-001
 1.0005216E+001, 1.7055247E-001
 1.1003309E+001, 6.0389156E-001
 1.2005172E+001, 8.8035513E-001
 1.3003809E+001, 1.0459425E+000
 1.4004143E+001, 1.2642208E+000
 1.5002830E+001, 1.4236762E+000
 1.6003387E+001, 1.6086472E+000
 1.7002264E+001, 1.8050614E+000
 1.8003610E+001, 1.9992421E+000
 1.9004573E+001, 2.1923545E+000
 2.0004589E+001, 2.3529043E+000
 2.1001211E+001, 2.5273601E+000
 2.2001393E+001, 2.7187863E+000
 2.3002850E+001, 2.8988931E+000
 2.4006173E+001, 3.0518451E+000
 2.5001906E+001, 3.1954006E+000
 2.6006144E+001, 3.3461091E+000
 2.7000109E+001, 3.4833534E+000
 2.8002076E+001, 3.6620695E+000
 2.9004041E+001, 3.8295367E+000
 3.0004651E+001, 3.9879834E+000
 3.1004903E+001, 4.1899465E+000
 3.2000685E+001, 4.3789001E+000
 3.3000656E+001, 4.5439158E+000
 3.4004190E+001, 4.7506265E+000
 3.5003649E+001, 4.8974607E+000
 3.6005187E+001, 5.0470091E+000
 3.7002249E+001, 5.2375284E+000
 3.8004037E+001, 5.3949120E+000
 3.9000747E+001, 5.5651930E+000
 4.0000252E+001, 5.7212819E+000
 4.1003129E+001, 5.8543470E+000
 4.2001755E+001, 6.0504829E+000
 4.3003632E+001, 6.2458726E+000
 4.4002139E+001, 6.4703269E+000
 4.5003499E+001, 6.6419915E+000
 4.6000275E+001, 6.8062515E+000
 4.7003028E+001, 6.9879729E+000
 4.8004068E+001, 7.1721906E+000
 4.9001540E+001, 7.3226259E+000
 5.0005322E+001, 7.5028110E+000
 5.1005062E+001, 7.7000521E+000
 5.2000045E+001, 7.7982012E+000
 5.3000339E+001, 7.9339577E+000
 5.4001752E+001, 7.8945340E+000
