s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0057726E+000, 1.1674479E-001
 2.0043768E+000, 2.5000000E-002
 3.0055273E+000, 2.5000000E-002
 4.0033783E+000, 3.7616812E-002
 5.0010728E+000, 5.3472222E-002
 6.0056958E+000, 2.5000000E-002
 7.0033903E+000, 2.5000000E-002
 8.0010848E+000, 2.5000000E-002
 9.0029364E+000, 2.5000000E-002
 1.0001324E+001, 2.5000000E-002
 1.1007332E+001, 2.5000000E-002
 1.2005720E+001, 2.5000000E-002
 1.3004107E+001, 2.5000000E-002
 1.4003919E+001, 2.5000000E-002
 1.5004369E+001, 2.5000000E-002
 1.6002264E+001, 3.4312264E-002
 1.7005872E+001, 2.9074074E-002
 1.8004090E+001, 4.4735640E-002
 1.9004133E+001, 4.2883212E-002
 2.0004177E+001, 4.8357664E-002
 2.1004441E+001, 3.8119527E-002
 2.2004884E+001, 1.0673116E-001
 2.3007155E+001, 1.1557435E-001
 2.4006612E+001, 1.1604068E-001
 2.5000559E+001, 1.6234424E-001
 2.6004403E+001, 1.7375794E-001
 2.7003855E+001, 1.8398220E-001
 2.8005183E+001, 1.6899162E-001
 2.9005772E+001, 1.9184407E-001
 3.0004809E+001, 2.2004132E-001
 3.1007331E+001, 2.0274410E-001
 3.2005348E+001, 2.1956634E-001
 3.3000244E+001, 2.6347959E-001
 3.4002877E+001, 2.4971024E-001
 3.5002348E+001, 2.5526467E-001
 3.6004638E+001, 3.2354012E-001
 3.7000321E+001, 3.5437847E-001
 3.8001010E+001, 3.1142404E-001
 3.9005452E+001, 2.9752793E-001
 4.0003782E+001, 3.6086484E-001
 4.1001768E+001, 3.6315610E-001
 4.2007610E+001, 3.7064592E-001
 4.3003360E+001, 4.3070246E-001
 4.4006422E+001, 4.4953165E-001
 4.5005403E+001, 4.0286708E-001
 4.6002404E+001, 4.7347592E-001
 4.7004475E+001, 5.0870695E-001
 4.8005250E+001, 5.6413987E-001
 4.9005642E+001, 6.2275941E-001
 5.0005763E+001, 6.3172843E-001
 5.1002504E+001, 8.3696007E-001
 5.2003309E+001, 9.8521477E-001
 5.3004290E+001, 8.4958640E-001
 5.4004264E+001, 9.2731482E-001
 5.5004446E+001, 7.8313500E-001
 5.6004995E+001, 1.1420624E+000
 5.7000297E+001, 9.3429653E-001
 5.8002230E+001, 8.8465415E-001
 5.9002516E+001, 1.0256903E+000
 6.0002784E+001, 1.1689594E+000
 6.1003601E+001, 1.0044067E+000
 6.2005174E+001, 1.0561380E+000
 6.3002924E+001, 1.0210671E+000
 6.4002360E+001, 8.7810734E-001
 6.5003399E+001, 1.2103814E+000
 6.6005357E+001, 1.1801852E+000
 6.7001333E+001, 1.1958341E+000
 6.8000362E+001, 1.4594647E+000
 6.9004758E+001, 1.2883781E+000
 7.0004356E+001, 1.5438857E+000
 7.1000074E+001, 1.4485812E+000
 7.2002371E+001, 1.5198460E+000
 7.3003695E+001, 1.2113405E+000
 7.4002641E+001, 1.3728063E+000
 7.5002627E+001, 1.2850660E+000
 7.6003857E+001, 1.8635859E+000
 7.7000289E+001, 1.8499564E+000
 7.8004340E+001, 1.8615538E+000
 7.9002023E+001, 1.6284987E+000
 8.0001336E+001, 2.0489442E+000
 8.1000064E+001, 2.1406830E+000
 8.2002415E+001, 1.9139845E+000
 8.3003723E+001, 1.7855417E+000
 8.4001995E+001, 1.7822418E+000
 8.5003295E+001, 1.8608655E+000
 8.6002147E+001, 2.1587874E+000
 8.7001855E+001, 2.3109096E+000
 8.8004530E+001, 2.0217032E+000
 8.9000057E+001, 2.2304272E+000
 9.0004625E+001, 2.7204024E+000
 9.1005019E+001, 2.6662650E+000
 9.2001158E+001, 2.8451617E+000
