s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0140491E+000, 1.8058750E-001
 2.0151151E+000, 1.0543724E-001
 3.0134704E+000, 1.1391969E-001
 4.0034460E+000, 1.1733720E-001
 5.0023531E+000, 9.3576838E-002
 6.0104541E+000, 9.7395833E-002
 7.0034222E+000, 1.1107941E-001
 8.0013694E+000, 1.2381657E-001
 9.0066416E+000, 1.1450860E-001
 1.0009821E+001, 1.1718643E-001
 1.1006267E+001, 1.2064589E-001
 1.2004074E+001, 1.2191219E-001
 1.3009619E+001, 1.1940735E-001
 1.4005726E+001, 1.2056592E-001
 1.5007508E+001, 1.1124770E-001
 1.6009208E+001, 1.1169111E-001
 1.7005338E+001, 1.0682382E-001
 1.8008101E+001, 1.0434330E-001
 1.9001114E+001, 1.1383002E-001
 2.0002488E+001, 1.2609087E-001
 2.1000960E+001, 1.2963918E-001
 2.2004432E+001, 1.2801998E-001
 2.3002072E+001, 1.1204108E-001
 2.4001288E+001, 1.0554865E-001
 2.5000115E+001, 9.7213043E-002
 2.6005878E+001, 1.0338840E-001
 2.7005667E+001, 1.0975142E-001
 2.8001539E+001, 9.9136584E-002
 2.9002320E+001, 9.6869533E-002
 3.0000067E+001, 1.1279512E-001
 3.1004082E+001, 9.2085521E-002
 3.2005789E+001, 1.1092301E-001
 3.3000705E+001, 1.0723215E-001
 3.4005276E+001, 1.0863906E-001
 3.5004382E+001, 1.1330248E-001
 3.6004211E+001, 1.1370279E-001
 3.7003704E+001, 1.1823250E-001
 3.8001778E+001, 1.2541616E-001
 3.9003065E+001, 1.1283025E-001
 4.0002748E+001, 1.1571242E-001
 4.1005796E+001, 3.3512402E-001
 4.2005141E+001, 4.8706777E-001
 4.3001395E+001, 4.4111681E-001
 4.4002345E+001, 4.2740651E-001
 4.5003754E+001, 4.4713524E-001
 4.6002940E+001, 4.6520887E-001
 4.7000752E+001, 5.6793294E-001
 4.8004113E+001, 5.8080643E-001
 4.9000762E+001, 5.9807677E-001
 5.0002370E+001, 6.0874517E-001
 5.1000578E+001, 7.0168077E-001
 5.2000883E+001, 7.3939162E-001
 5.3001504E+001, 7.6176680E-001
 5.4001840E+001, 8.6077760E-001
 5.5004115E+001, 8.3294551E-001
 5.6004216E+001, 1.0804307E+000
 5.7003880E+001, 9.9880800E-001
 5.8000339E+001, 1.0639649E+000
 5.9000392E+001, 1.0935740E+000
 6.0004082E+001, 1.1483235E+000
 6.1002000E+001, 1.2071866E+000
 6.2000804E+001, 1.2395185E+000
 6.3002728E+001, 1.2956912E+000
 6.4003254E+001, 1.3291897E+000
 6.5000612E+001, 1.4535894E+000
 6.6000793E+001, 1.4481687E+000
 6.7004315E+001, 1.4399891E+000
 6.8001203E+001, 1.5455871E+000
 6.9002655E+001, 1.5509109E+000
 7.0004159E+001, 1.6169106E+000
 7.1000203E+001, 1.6647944E+000
 7.2002385E+001, 1.6481221E+000
 7.3004533E+001, 1.6876530E+000
 7.4001972E+001, 1.7290336E+000
 7.5004174E+001, 1.7666547E+000
 7.6000971E+001, 1.9118054E+000
 7.7001288E+001, 1.8985620E+000
 7.8004124E+001, 1.8728383E+000
 7.9001003E+001, 1.9187934E+000
 8.0003647E+001, 2.0025153E+000
 8.1000338E+001, 2.0763475E+000
 8.2001812E+001, 2.0638241E+000
 8.3001689E+001, 2.0731255E+000
 8.4003084E+001, 2.1562359E+000
 8.5001396E+001, 2.1547309E+000
 8.6001230E+001, 2.1716576E+000
 8.7002461E+001, 2.1949838E+000
 8.8000158E+001, 2.2313025E+000
 8.9002867E+001, 2.2731905E+000
 9.0000928E+001, 2.3149969E+000
 9.1001031E+001, 2.3507215E+000
 9.2000037E+001, 2.4033458E+000
