s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0222974E+000, 2.0136168E-001
 2.0054763E+000, 8.5267934E-002
 3.0115684E+000, 2.0077280E-001
 4.0139568E+000, 5.3351039E-002
 5.0132623E+000, 5.2470060E-002
 6.0104734E+000, 6.9554455E-002
 7.0054078E+000, 3.2277340E-002
 8.0005609E+000, 2.5000000E-002
 9.0057810E+000, 2.5000000E-002
 1.0008337E+001, 4.0131579E-002
 1.1008880E+001, 1.5242111E-001
 1.2007602E+001, 2.5000000E-002
 1.3003299E+001, 2.5000000E-002
 1.4000559E+001, 2.5000000E-002
 1.5005492E+001, 2.5000000E-002
 1.6000797E+001, 2.6571384E-002
 1.7004667E+001, 2.6473231E-002
 1.8003732E+001, 2.5000000E-002
 1.9005768E+001, 2.5000000E-002
 2.0000333E+001, 2.5000000E-002
 2.1006076E+001, 4.8882994E-002
 2.2003802E+001, 7.5000000E-002
 2.3006691E+001, 1.0153405E-001
 2.4007587E+001, 1.2977360E-001
 2.5000215E+001, 1.2500000E-001
 2.6006397E+001, 1.4603769E-001
 2.7001702E+001, 2.0175760E-001
 2.8000761E+001, 1.8067403E-001
 2.9003271E+001, 2.0244146E-001
 3.0000640E+001, 2.2799912E-001
 3.1005756E+001, 2.5500650E-001
 3.2002590E+001, 3.0705032E-001
 3.3005082E+001, 3.0874736E-001
 3.4001978E+001, 3.1073567E-001
 3.5002083E+001, 3.6813973E-001
 3.6000870E+001, 3.4296163E-001
 3.7000659E+001, 3.6869653E-001
 3.8001643E+001, 4.0770474E-001
 3.9004157E+001, 7.4357868E-001
 4.0002026E+001, 4.5192733E-001
 4.1004272E+001, 8.4423876E-001
 4.2003204E+001, 6.3199418E-001
 4.3004043E+001, 7.6509490E-001
 4.4003449E+001, 7.7925334E-001
 4.5003448E+001, 8.0760443E-001
 4.6002951E+001, 1.1748272E+000
 4.7002239E+001, 9.2722963E-001
 4.8004447E+001, 7.4335024E-001
 4.9000687E+001, 1.0981573E+000
 5.0003837E+001, 7.7499648E-001
 5.1002906E+001, 1.0135143E+000
 5.2000889E+001, 7.7500000E-001
 5.3001187E+001, 8.5671158E-001
 5.4003668E+001, 8.4235543E-001
 5.5000860E+001, 1.1196785E+000
 5.6002275E+001, 9.0790117E-001
 5.7003259E+001, 1.4069357E+000
 5.8004818E+001, 1.0548982E+000
 5.9003226E+001, 1.9670849E+000
 6.0004303E+001, 1.5449760E+000
 6.1001395E+001, 1.3137793E+000
 6.2000506E+001, 1.1817662E+000
 6.3002921E+001, 1.3935425E+000
 6.4002217E+001, 1.6079923E+000
 6.5004887E+001, 1.9199875E+000
 6.6002665E+001, 2.0666236E+000
 6.7002791E+001, 1.6316369E+000
 6.8000731E+001, 1.8751422E+000
 6.9001322E+001, 2.0907485E+000
 7.0001033E+001, 2.0311525E+000
 7.1003705E+001, 2.0993942E+000
 7.2001565E+001, 2.2581687E+000
 7.3001692E+001, 2.2718080E+000
 7.4000697E+001, 2.3054371E+000
 7.5002157E+001, 2.4470744E+000
 7.6001820E+001, 2.5375455E+000
 7.7002295E+001, 2.7058582E+000
 7.8000219E+001, 2.6506199E+000
 7.9001621E+001, 2.6865849E+000
 8.0001340E+001, 2.8333841E+000
 8.1003374E+001, 2.8270828E+000
 8.2002672E+001, 2.8967364E+000
 8.3000686E+001, 3.0105478E+000
 8.4001180E+001, 3.0720530E+000
 8.5000032E+001, 3.1680631E+000
 8.6002832E+001, 3.2683151E+000
 8.7000570E+001, 3.2922323E+000
 8.8003718E+001, 3.4849904E+000
 8.9002592E+001, 3.4315483E+000
 9.0004108E+001, 3.5012456E+000
 9.1002496E+001, 3.5803795E+000
 9.2000317E+001, 3.6002655E+000
