s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0058991E+000, 1.5638429E-001
 2.0040439E+000, 2.5000000E-002
 3.0132439E+000, 2.5000000E-002
 4.0055073E+000, 2.5000000E-002
 5.0079177E+000, 2.5000000E-002
 6.0029028E+000, 2.5000000E-002
 7.0037265E+000, 5.7202980E-002
 8.0084458E+000, 8.7789419E-002
 9.0062489E+000, 9.4583879E-002
 1.0000225E+001, 9.5397289E-002
 1.1002853E+001, 9.1738609E-002
 1.2005907E+001, 1.8183014E-001
 1.3004766E+001, 2.4186283E-001
 1.4004413E+001, 3.2177217E-001
 1.5006236E+001, 3.2771576E-001
 1.6005822E+001, 3.9212981E-001
 1.7002701E+001, 4.3887898E-001
 1.8002576E+001, 5.4726485E-001
 1.9001273E+001, 5.5303763E-001
 2.0001782E+001, 6.4249108E-001
 2.1004078E+001, 7.0645956E-001
 2.2004107E+001, 1.0283760E+000
 2.3001540E+001, 1.0282160E+000
 2.4003954E+001, 9.5717698E-001
 2.5001201E+001, 1.1589896E+000
 2.6000167E+001, 1.3784793E+000
 2.7002704E+001, 1.4949840E+000
 2.8000101E+001, 1.7166363E+000
 2.9000352E+001, 1.7886305E+000
 3.0001506E+001, 1.9216749E+000
 3.1002417E+001, 2.0679421E+000
 3.2004327E+001, 2.2397006E+000
 3.3000737E+001, 2.2896269E+000
 3.4002801E+001, 2.4272594E+000
 3.5000002E+001, 2.5616245E+000
 3.6004974E+001, 2.6984028E+000
 3.7003475E+001, 2.8241771E+000
 3.8000506E+001, 2.9245056E+000
 3.9001069E+001, 3.0490067E+000
 4.0001974E+001, 3.1276736E+000
 4.1004322E+001, 3.2642225E+000
 4.2003745E+001, 3.3417134E+000
 4.3001589E+001, 3.5115639E+000
 4.4003396E+001, 3.6433847E+000
 4.5003378E+001, 3.7196688E+000
 4.6000128E+001, 3.7964409E+000
 4.7000738E+001, 3.9236201E+000
 4.8004286E+001, 4.0143400E+000
 4.9000267E+001, 4.1256267E+000
 5.0004654E+001, 4.2270377E+000
 5.1003978E+001, 4.3694060E+000
 5.2001076E+001, 4.4791761E+000
 5.3005343E+001, 4.6027928E+000
 5.4000148E+001, 4.7303883E+000
 5.5004031E+001, 4.7856384E+000
 5.6002939E+001, 4.9273801E+000
 5.7003587E+001, 5.0606463E+000
 5.8004439E+001, 5.1675143E+000
 5.9004183E+001, 5.3743182E+000
 6.0000258E+001, 5.4284844E+000
 6.1005680E+001, 5.5463312E+000
 6.2001839E+001, 5.7637773E+000
 6.3001167E+001, 5.8279702E+000
 6.4001240E+001, 5.9300110E+000
 6.5000021E+001, 6.0399135E+000
 6.6001470E+001, 6.1417171E+000
 6.7005989E+001, 6.2338460E+000
 6.8004504E+001, 6.3323012E+000
 6.9005349E+001, 6.4030539E+000
 7.0004948E+001, 6.5435169E+000
 7.1001476E+001, 6.5941000E+000
 7.2002497E+001, 6.7201246E+000
 7.3003671E+001, 6.7878184E+000
 7.4002194E+001, 6.8446010E+000
 7.5003178E+001, 6.9829124E+000
 7.6003046E+001, 7.1210731E+000
 7.7005642E+001, 7.2184546E+000
 7.8001473E+001, 7.3301349E+000
 7.9004213E+001, 7.4223648E+000
 8.0003911E+001, 7.5176866E+000
 8.1001981E+001, 7.6231997E+000
 8.2004688E+001, 7.6676047E+000
 8.3004070E+001, 7.7662372E+000
 8.4006195E+001, 7.8769581E+000
 8.5007574E+001, 7.9651686E+000
 8.6001270E+001, 7.9750000E+000
 8.7001357E+001, 7.9733284E+000
 8.8006669E+001, 7.9200824E+000
