s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0052846E+000, 3.8949966E-001
 2.0017457E+000, 2.5000000E-002
 3.0048452E+000, 2.5000000E-002
 4.0000403E+000, 2.5000000E-002
 5.0021136E+000, 2.5000000E-002
 6.0037969E+000, 2.5000000E-002
 7.0044102E+000, 2.5000000E-002
 8.0009766E+000, 2.5000000E-002
 9.0029904E+000, 2.5000000E-002
 1.0003639E+001, 2.5000000E-002
 1.1003637E+001, 2.5000000E-002
 1.2003867E+001, 2.5000000E-002
 1.3001345E+001, 2.5000000E-002
 1.4003832E+001, 2.5000000E-002
 1.5002147E+001, 4.8242900E-002
 1.6001873E+001, 4.0010771E-002
 1.7001503E+001, 4.3734144E-002
 1.8000801E+001, 1.5484123E-001
 1.9003662E+001, 1.0287711E-001
 2.0003849E+001, 1.2267013E-001
 2.1002982E+001, 1.2630044E-001
 2.2004694E+001, 1.0190918E-001
 2.3002396E+001, 2.4357166E-001
 2.4001090E+001, 1.9468142E-001
 2.5003097E+001, 1.8650840E-001
 2.6002650E+001, 2.3695018E-001
 2.7001045E+001, 2.3583359E-001
 2.8000876E+001, 3.1860157E-001
 2.9001460E+001, 2.5646408E-001
 3.0003974E+001, 3.5659022E-001
 3.1003391E+001, 3.4673162E-001
 3.2004079E+001, 3.5377007E-001
 3.3002648E+001, 3.9062560E-001
 3.4003549E+001, 3.4273559E-001
 3.5003830E+001, 4.8602632E-001
 3.6001609E+001, 4.0716991E-001
 3.7000590E+001, 4.9786173E-001
 3.8002970E+001, 4.9042654E-001
 3.9003901E+001, 5.4556179E-001
 4.0002891E+001, 5.6138826E-001
 4.1002342E+001, 5.3448523E-001
 4.2003221E+001, 6.0069466E-001
 4.3001301E+001, 6.0299906E-001
 4.4003246E+001, 6.3541054E-001
 4.5003367E+001, 6.1846568E-001
 4.6000809E+001, 6.9190574E-001
 4.7003090E+001, 7.2159295E-001
 4.8001733E+001, 7.3118032E-001
 4.9000796E+001, 7.1925361E-001
 5.0002591E+001, 7.6911750E-001
 5.1003985E+001, 7.8015846E-001
 5.2000939E+001, 8.0860935E-001
 5.3001080E+001, 8.4351976E-001
 5.4002768E+001, 8.5683647E-001
 5.5001758E+001, 8.4841406E-001
 5.6002245E+001, 9.3545765E-001
 5.7000914E+001, 8.7266392E-001
 5.8001614E+001, 9.7064867E-001
 5.9000801E+001, 9.5678593E-001
 6.0003849E+001, 9.7785596E-001
 6.1001438E+001, 1.0159626E+000
 6.2002144E+001, 1.0367297E+000
 6.3002276E+001, 1.0635543E+000
 6.4002057E+001, 1.0619342E+000
 6.5003068E+001, 1.1014441E+000
 6.6000834E+001, 1.1067386E+000
 6.7000469E+001, 1.1224942E+000
 6.8003431E+001, 1.1576583E+000
 6.9001705E+001, 1.1391432E+000
 7.0001348E+001, 1.1907769E+000
 7.1001553E+001, 1.2083091E+000
 7.2000143E+001, 1.2063100E+000
 7.3002769E+001, 1.2629625E+000
 7.4003832E+001, 1.2356592E+000
 7.5002849E+001, 1.2688597E+000
 7.6001878E+001, 1.3014141E+000
 7.7003519E+001, 1.3176810E+000
 7.8003250E+001, 1.3437763E+000
 7.9003903E+001, 1.3467700E+000
 8.0000486E+001, 1.3751748E+000
 8.1002861E+001, 1.4127695E+000
 8.2002895E+001, 1.3928267E+000
 8.3004046E+001, 1.4223599E+000
 8.4002924E+001, 1.4616414E+000
 8.5000111E+001, 1.4549844E+000
 8.6000321E+001, 1.4676625E+000
 8.7001042E+001, 1.4957476E+000
 8.8000833E+001, 1.5268626E+000
 8.9004047E+001, 1.5712925E+000
 9.0003520E+001, 1.5567854E+000
 9.1003553E+001, 1.5830091E+000
 9.2000526E+001, 1.6089373E+000
