s,m
Time,"x"
 0.0000000E+000, 2.5000000E-002
 1.0087406E+000, 1.5697230E-001
 2.0025648E+000, 7.0342766E-002
 3.0117192E+000, 1.9540950E-001
 4.0026495E+000, 2.7738150E-001
 5.0043563E+000, 2.7278963E-001
 6.0139060E+000, 2.0363405E-001
 7.0102388E+000, 1.3584247E-001
 8.0058509E+000, 1.4289970E-001
 9.0044792E+000, 4.6014848E-002
 1.0003179E+001, 2.5000000E-002
 1.1000720E+001, 2.7647304E-002
 1.2005503E+001, 2.5000000E-002
 1.3003344E+001, 2.5000000E-002
 1.4000329E+001, 6.6286210E-002
 1.5004229E+001, 7.5000000E-002
 1.6004808E+001, 7.5000000E-002
 1.7000959E+001, 1.0324727E-001
 1.8000357E+001, 1.2500000E-001
 1.9004559E+001, 1.3436519E-001
 2.0000657E+001, 1.7500000E-001
 2.1004445E+001, 1.7500000E-001
 2.2002409E+001, 2.2186768E-001
 2.3003212E+001, 2.2500000E-001
 2.4000266E+001, 2.7422808E-001
 2.5006116E+001, 2.8578146E-001
 2.6001472E+001, 3.2500000E-001
 2.7005331E+001, 3.3187597E-001
 2.8000044E+001, 3.7405375E-001
 2.9006520E+001, 3.9089545E-001
 3.0001048E+001, 4.2500000E-001
 3.1006412E+001, 4.5245610E-001
 3.2001923E+001, 4.7500000E-001
 3.3002007E+001, 5.0938752E-001
 3.4003260E+001, 5.2817208E-001
 3.5004569E+001, 5.7282404E-001
 3.6000378E+001, 6.0318556E-001
 3.7003502E+001, 6.2560025E-001
 3.8000748E+001, 6.7379243E-001
 3.9003841E+001, 7.0511690E-001
 4.0000850E+001, 7.4078879E-001
 4.1004007E+001, 7.7500000E-001
 4.2004232E+001, 8.0890293E-001
 4.3002428E+001, 8.4206519E-001
 4.4001952E+001, 8.7699747E-001
 4.5001448E+001, 9.3139247E-001
 4.6001273E+001, 9.6257585E-001
 4.7001462E+001, 9.7788415E-001
 4.8002955E+001, 1.0250000E+000
 4.9001138E+001, 1.0572421E+000
 5.0001094E+001, 1.0957082E+000
 5.1000433E+001, 1.1380071E+000
 5.2001338E+001, 1.1835282E+000
 5.3002197E+001, 1.2250000E+000
 5.4003510E+001, 1.2697659E+000
 5.5004626E+001, 1.3089639E+000
 5.6004874E+001, 1.3631136E+000
 5.7002392E+001, 1.3933947E+000
 5.8000523E+001, 1.4422948E+000
 5.9000681E+001, 1.4879537E+000
 6.0005450E+001, 1.5239320E+000
 6.1003844E+001, 1.5895141E+000
 6.2000310E+001, 1.7880793E+000
 6.3003699E+001, 1.8182705E+000
 6.4003530E+001, 1.7879415E+000
 6.5000444E+001, 1.8322457E+000
 6.6003655E+001, 1.9475805E+000
 6.7004635E+001, 1.9915170E+000
 6.8004129E+001, 2.0766346E+000
 6.9002914E+001, 2.1973357E+000
 7.0000580E+001, 2.3212161E+000
 7.1005538E+001, 2.3234008E+000
 7.2002072E+001, 2.3387829E+000
 7.3005319E+001, 2.6033368E+000
 7.4000411E+001, 2.7081863E+000
 7.5003877E+001, 2.7745559E+000
 7.6002552E+001, 2.7844647E+000
 7.7002696E+001, 2.8661283E+000
 7.8000905E+001, 2.9315064E+000
 7.9003823E+001, 2.9984977E+000
 8.0002199E+001, 3.0279100E+000
 8.1000437E+001, 3.1136179E+000
 8.2003137E+001, 3.2602572E+000
 8.3005960E+001, 3.3237561E+000
 8.4000043E+001, 3.3598793E+000
 8.5002561E+001, 3.3732851E+000
 8.6005369E+001, 3.3683508E+000
 8.7002507E+001, 3.4107410E+000
 8.8002364E+001, 3.4772144E+000
 8.9002996E+001, 3.5249735E+000
 9.0005212E+001, 3.5634048E+000
 9.1004966E+001, 3.6030397E+000
 9.2001161E+001, 3.7451887E+000
